Device	Assay Name	AssayType	AssayTypeCode	Species	Name	UnitsSystem	Units	dblConversionFactor	nPrecision	VeryLow	Low	High	VeryHigh					
Catalyst Dx	albumin	ALB	ALB	Snake	Snake	English	g/dL			-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin	ALB	ALB	Snake	Snake	French	g/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin	ALB	ALB	Snake	Snake	S.I.	g/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin	ALB	ALB	Tortoise	Tortoise	English	g/dL			0.5	1.3	3	3.8					
Catalyst Dx	albumin	ALB	ALB	Tortoise	Tortoise	French	g/L			0.5	1.3	3	3.8					
Catalyst Dx	albumin	ALB	ALB	Tortoise	Tortoise	S.I.	g/L			0.5	1.3	3	3.8					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	African Gray	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	African Gray	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	African Gray	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Amazon Blue-Feather	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Amazon Blue-Feather	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Amazon Blue-Feather	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Amazon Yellow	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Amazon Yellow	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Amazon Yellow	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Budgerigar	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Budgerigar	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Budgerigar	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Canary	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Canary	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Canary	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Cockatiel	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Cockatiel	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Cockatiel	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Cockatoo Molu	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Cockatoo Molu	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Cockatoo Molu	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Cockatoo Umber	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Cockatoo Umber	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Cockatoo Umber	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Conure	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Conure	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Conure	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Gray Cheek	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Gray Cheek	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Gray Cheek	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Macaw Blue and Gold	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Macaw Blue and Gold	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Macaw Blue and Gold	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Macaw Hyacinth	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Macaw Hyacinth	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Macaw Hyacinth	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Macaw Scarlet	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Macaw Scarlet	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Macaw Scarlet	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Parrot Eclect	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Parrot Eclect	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Avian	Parrot Eclect	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Bovine	Beef Cattle	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Bovine	Beef Cattle	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Bovine	Beef Cattle	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Bovine	Dairy Cow	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Bovine	Dairy Cow	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Bovine	Dairy Cow	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Canine	Adult Canine	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Canine	Adult Canine	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Canine	Adult Canine	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Canine	Geriatric Canine	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Canine	Geriatric Canine	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Canine	Geriatric Canine	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Canine	Puppy	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Canine	Puppy	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Canine	Puppy	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Control	Other Control	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Control	Other Control	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Control	Other Control	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Equine	Adult Equine	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Equine	Adult Equine	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Equine	Adult Equine	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Equine	Foal	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Equine	Foal	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Equine	Foal	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Equine	Mare at Stud	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Equine	Mare at Stud	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Equine	Mare at Stud	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Equine	Yearling	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Equine	Yearling	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Equine	Yearling	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Feline	Adult Feline	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Feline	Adult Feline	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Feline	Adult Feline	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Feline	Geriatric Feline	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Feline	Geriatric Feline	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Feline	Geriatric Feline	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Feline	Kitten	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Feline	Kitten	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Feline	Kitten	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Ferret	Ferret	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Ferret	Ferret	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Ferret	Ferret	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Goat	Goat	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Goat	Goat	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Goat	Goat	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Lizard	Lizard	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Lizard	Lizard	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Lizard	Lizard	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Llama	Llama	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Llama	Llama	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Llama	Llama	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Monkey	Monkey	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Monkey	Monkey	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Monkey	Monkey	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Mouse	Mouse	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Mouse	Mouse	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Mouse	Mouse	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Other	Other	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Other	Other	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Other	Other	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Pig	Pig	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Pig	Pig	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Pig	Pig	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Rabbit	Rabbit	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Rabbit	Rabbit	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Rabbit	Rabbit	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Rat	Rat	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Rat	Rat	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Rat	Rat	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Sea Turtle	Sea Turtle	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Sea Turtle	Sea Turtle	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Sea Turtle	Sea Turtle	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Sheep	Sheep	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Sheep	Sheep	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Sheep	Sheep	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Snake	Snake	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Snake	Snake	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Snake	Snake	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Tortoise	Tortoise	English				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Tortoise	Tortoise	French				-9999999	-9999999	9999999	9999999					
Catalyst Dx	albumin globulin ratio	ALB/GLOB	ALB/GLOB	Tortoise	Tortoise	S.I.				-9999999	-9999999	9999999	9999999					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	African Gray	English	U/L			0	24	94	240.7					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	African Gray	French	U/L			0	24	94	240.7					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	African Gray	S.I.	U/L			0	24	94	240.7					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Amazon Blue-Feather	English	U/L			0	15	109	279.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Amazon Blue-Feather	French	U/L			0	15	109	279.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Amazon Blue-Feather	S.I.	U/L			0	15	109	279.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Amazon Yellow	English	U/L			0	31	198	507					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Amazon Yellow	French	U/L			0	31	198	507					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Amazon Yellow	S.I.	U/L			0	31	198	507					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Budgerigar	English	U/L			0	10	300	768.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Budgerigar	French	U/L			0	10	300	768.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Budgerigar	S.I.	U/L			0	10	300	768.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Canary	English	U/L			0	0	3000	7681.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Canary	French	U/L			0	0	3000	7681.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Canary	S.I.	U/L			0	0	3000	7681.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Cockatiel	English	U/L			0	0	3000	7681.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Cockatiel	French	U/L			0	0	3000	7681.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Cockatiel	S.I.	U/L			0	0	3000	7681.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Cockatoo Molu	English	U/L			0	40	160	409.7					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Cockatoo Molu	French	U/L			0	40	160	409.7					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Cockatoo Molu	S.I.	U/L			0	40	160	409.7					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Cockatoo Umber	English	U/L			0	30	204	522.3					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Cockatoo Umber	French	U/L			0	30	204	522.3					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Cockatoo Umber	S.I.	U/L			0	30	204	522.3					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Conure	English	U/L			0	0	3000	7681.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Conure	French	U/L			0	0	3000	7681.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Conure	S.I.	U/L			0	0	3000	7681.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Gray Cheek	English	U/L			0	0	3000	7681.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Gray Cheek	French	U/L			0	0	3000	7681.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Gray Cheek	S.I.	U/L			0	0	3000	7681.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Macaw Blue and Gold	English	U/L			0	27	205	524.9					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Macaw Blue and Gold	French	U/L			0	27	205	524.9					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Macaw Blue and Gold	S.I.	U/L			0	27	205	524.9					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Macaw Hyacinth	English	U/L			0	3	84	215.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Macaw Hyacinth	French	U/L			0	3	84	215.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Macaw Hyacinth	S.I.	U/L			0	3	84	215.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Macaw Scarlet	English	U/L			0	9	74	189.5					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Macaw Scarlet	French	U/L			0	9	74	189.5					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Macaw Scarlet	S.I.	U/L			0	9	74	189.5					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Parrot Eclect	English	U/L			0	97	668	1710.3					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Parrot Eclect	French	U/L			0	97	668	1710.3					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Avian	Parrot Eclect	S.I.	U/L			0	97	668	1710.3					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Bovine	Beef Cattle	English	U/L			0	10	149	381.5					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Bovine	Beef Cattle	French	U/L			0	10	149	381.5					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Bovine	Beef Cattle	S.I.	U/L			0	10	149	381.5					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Bovine	Dairy Cow	English	U/L			0	28	233	596.6					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Bovine	Dairy Cow	French	U/L			0	28	233	596.6					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Bovine	Dairy Cow	S.I.	U/L			0	28	233	596.6					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Canine	Adult Canine	English	U/L			0	23	212	5000					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Canine	Adult Canine	French	U/L			0	23	212	5000					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Canine	Adult Canine	S.I.	U/L			0	23	212	5000					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Canine	Geriatric Canine	English	U/L			0	23	212	5000					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Canine	Geriatric Canine	French	U/L			0	23	212	5000					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Canine	Geriatric Canine	S.I.	U/L			0	23	212	5000					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Canine	Puppy	English	U/L			0	46	337	5000					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Canine	Puppy	French	U/L			0	46	337	5000					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Canine	Puppy	S.I.	U/L			0	46	337	5000					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Control	Other Control	English	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Control	Other Control	French	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Control	Other Control	S.I.	U/L			-9999999	-9999999	9999999	9999999					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Equine	Adult Equine	English	U/L			0	10	277	1500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Equine	Adult Equine	French	U/L			0	10	277	1500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Equine	Adult Equine	S.I.	U/L			0	10	277	1500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Equine	Foal	English	U/L			0	505	4667	6000					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Equine	Foal	French	U/L			0	505	4667	6000					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Equine	Foal	S.I.	U/L			0	505	4667	6000					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Equine	Mare at Stud	English	U/L			0	10	565	1500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Equine	Mare at Stud	French	U/L			0	10	565	1500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Equine	Mare at Stud	S.I.	U/L			0	10	565	1500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Equine	Yearling	English	U/L			0	10	469	1500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Equine	Yearling	French	U/L			0	10	469	1500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Equine	Yearling	S.I.	U/L			0	10	469	1500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Feline	Adult Feline	English	U/L			0	14	111	2500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Feline	Adult Feline	French	U/L			0	14	111	2500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Feline	Adult Feline	S.I.	U/L			0	14	111	2500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Feline	Geriatric Feline	English	U/L			0	14	111	2500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Feline	Geriatric Feline	French	U/L			0	14	111	2500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Feline	Geriatric Feline	S.I.	U/L			0	14	111	2500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Feline	Kitten	English	U/L			0	14	192	2500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Feline	Kitten	French	U/L			0	14	192	2500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Feline	Kitten	S.I.	U/L			0	14	192	2500					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Ferret	Ferret	English	U/L			0	9	84	215.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Ferret	Ferret	French	U/L			0	9	84	215.1					
Catalyst Dx	alkaline phosphatase	ALKP	ALKP	Ferret	Ferret	S.I.	U/L			0	9	84	215.1					
